CO(GT),C6H6(GT),NOx(GT),NO2(GT),anomaly
1.6,5.7,277,134,1
1.8,5.8,267,127,1
1.0,2.7,123,88,1
0.8,2.2,68,57,1
1.4,5.8,186,99,1
2.1,6.9,321,129,1
2.3,9.1,343,137,1
3.5,14.0,550,146,1
3.8,13.1,598,139,1
2.4,7.2,390,128,1
1.0,3.8,159,106,1
1.3,5.2,193,114,1
2.3,7.4,316,137,1
1.5,3.9,199,114,1
1.1,2.7,134,92,1
0.6,1.5,-200,-200,1
0.7,1.3,63,55,1
0.4,0.7,50,46,1
0.5,1.4,93,67,1
0.8,3.0,161,95,1
1.9,9.1,368,133,1
2.3,10.0,344,138,1
1.9,8.6,288,127,1
1.6,6.4,244,119,1
1.4,6.2,224,113,1
1.5,5.7,206,109,1
1.4,5.0,163,97,1
2.0,8.0,296,117,1
2.5,10.5,386,132,1
2.2,6.9,262,117,1
2.0,7.8,212,110,1
2.1,8.0,245,119,1
2.1,8.1,263,116,1
2.1,7.5,300,123,1
1.6,6.0,242,117,1
1.1,3.2,152,100,1
1.2,4.1,165,101,1
-200.0,3.1,-200,-200,1
-200.0,2.9,-200,-200,1
-200.0,3.0,-200,-200,1
-200.0,2.5,-200,-200,1
-200.0,0.9,-200,-200,1
-200.0,1.8,-200,-200,1
-200.0,6.6,-200,-200,1
-200.0,15.3,-200,-200,1
-200.0,23.4,-200,-200,1
-200.0,15.3,-200,-200,1
-200.0,9.2,-200,-200,1
-200.0,10.4,-200,-200,1
-200.0,14.8,-200,-200,1
-200.0,14.6,-200,-200,1
-200.0,10.7,-200,-200,1
-200.0,15.5,-200,-200,1
-200.0,14.9,-200,-200,1
-200.0,12.4,-200,-200,1
-200.0,11.2,-200,-200,1
-200.0,11.3,-200,-200,1
-200.0,12.9,-200,-200,1
-200.0,6.4,-200,-200,1
-200.0,3.6,-200,-200,1
-200.0,2.9,-200,-200,1
-200.0,2.8,-200,-200,1
-200.0,2.8,-200,-200,1
-200.0,2.2,-200,-200,1
-200.0,1.0,-200,-200,1
-200.0,1.4,-200,-200,1
-200.0,1.6,-200,-200,1
-200.0,2.0,-200,-200,1
-200.0,3.4,-200,-200,1
-200.0,2.9,-200,-200,1
-200.0,3.0,-200,-200,1
-200.0,3.3,-200,-200,1
-200.0,4.3,-200,-200,1
-200.0,5.5,-200,-200,1
-200.0,4.5,-200,-200,1
-200.0,4.1,-200,-200,1
-200.0,4.5,-200,-200,1
-200.0,4.9,-200,-200,1
-200.0,9.0,-200,-200,1
-200.0,9.0,-200,-200,1
-200.0,7.2,-200,-200,1
-200.0,4.7,-200,-200,1
-200.0,3.3,-200,-200,1
-200.0,2.7,-200,-200,1
-200.0,2.2,-200,-200,1
-200.0,2.8,-200,-200,1
-200.0,1.8,-200,-200,1
-200.0,1.5,-200,-200,1
-200.0,0.9,-200,-200,1
-200.0,1.1,-200,-200,1
-200.0,0.7,-200,-200,1
-200.0,1.4,-200,-200,1
-200.0,6.2,-200,-200,1
-200.0,6.1,-200,-200,1
-200.0,5.0,-200,-200,1
-200.0,4.1,-200,-200,1
-200.0,4.4,-200,-200,1
-200.0,4.6,-200,-200,1
-200.0,4.3,-200,-200,1
-200.0,3.6,-200,-200,1
-200.0,5.6,-200,-200,1
-200.0,4.8,-200,-200,1
-200.0,8.1,-200,-200,1
-200.0,5.2,-200,-200,1
-200.0,10.2,-200,-200,1
-200.0,5.5,-200,-200,1
-200.0,3.1,-200,-200,1
-200.0,4.2,-200,-200,1
-200.0,6.2,-200,-200,1
-200.0,4.8,-200,-200,1
-200.0,3.0,-200,-200,1
-200.0,1.2,-200,-200,1
-200.0,0.4,-200,-200,1
-200.0,0.4,-200,-200,1
-200.0,0.6,-200,-200,1
-200.0,1.1,-200,-200,1
-200.0,1.6,-200,-200,1
-200.0,3.1,-200,-200,1
-200.0,5.6,-200,-200,1
-200.0,4.5,-200,-200,1
-200.0,3.8,-200,-200,1
-200.0,6.2,-200,-200,1
-200.0,5.6,-200,-200,1
-200.0,4.1,-200,-200,1
-200.0,5.6,-200,-200,1
-200.0,7.6,-200,-200,1
-200.0,6.1,-200,-200,1
-200.0,5.3,-200,-200,1
-200.0,5.3,-200,-200,1
-200.0,5.5,-200,-200,1
-200.0,5.6,-200,-200,1
-200.0,4.6,-200,-200,1
-200.0,4.2,-200,-200,1
1.6,8.8,215,106,1
2.5,7.5,300,129,1
2.7,7.6,-200,-200,1
1.9,5.6,253,126,1
1.4,4.8,181,106,1
1.5,5.3,171,99,1
1.4,4.5,168,97,1
1.1,3.0,169,94,1
1.0,3.0,145,86,1
1.2,4.7,190,97,1
1.7,5.4,225,113,1
2.3,7.4,261,125,1
2.2,8.4,382,147,1
2.4,8.9,357,153,1
2.2,7.9,299,147,1
2.1,7.7,313,139,1
3.0,12.1,510,165,1
4.7,16.6,832,191,1
3.6,11.4,622,172,1
2.5,7.9,402,151,1
2.3,8.1,334,137,1
2.1,6.4,295,130,1
1.7,5.2,222,115,1
1.8,5.2,230,112,1
1.6,4.3,195,105,1
1.3,3.6,167,96,1
1.3,4.5,-200,-200,1
1.3,3.3,148,87,1
1.1,2.7,123,75,1
1.0,2.4,148,82,1
1.0,2.6,143,83,1
1.2,3.4,180,88,1
1.3,3.9,226,106,1
1.6,4.9,254,112,1
2.2,7.5,372,141,1
2.2,7.1,379,148,1
2.8,9.6,478,171,1
2.1,6.5,344,160,1
1.6,5.5,258,137,1
2.8,10.5,474,167,1
2.6,8.9,438,164,1
2.8,8.8,451,166,1
2.9,10.5,473,167,1
3.4,13.0,560,174,1
2.9,-200.0,470,160,1
3.2,-200.0,506,169,1
3.1,-200.0,482,162,1
3.0,-200.0,436,149,1
3.4,-200.0,472,158,1
3.0,-200.0,379,143,1
2.7,-200.0,-200,-200,-1
-200.0,-200.0,286,121,-1
1.1,-200.0,155,92,1
1.4,-200.0,264,102,1
1.8,-200.0,366,121,1
3.6,-200.0,622,164,1
3.1,-200.0,551,175,1
1.9,-200.0,349,130,1
1.7,-200.0,285,117,1
1.7,-200.0,265,115,1
1.6,-200.0,222,106,1
1.6,-200.0,237,102,1
1.7,-200.0,294,122,1
2.2,-200.0,329,138,1
3.3,-200.0,487,162,1
3.9,-200.0,604,177,1
5.0,-200.0,728,190,1
4.2,-200.0,653,182,1
3.2,-200.0,509,163,1
1.7,-200.0,277,135,1
1.5,-200.0,268,130,1
1.3,-200.0,193,117,1
1.2,-200.0,167,104,1
1.3,-200.0,159,97,1
0.8,-200.0,-200,-200,-1
0.6,-200.0,89,72,1
0.8,-200.0,97,71,1
0.9,-200.0,182,94,1
1.1,-200.0,262,118,1
3.4,-200.0,561,174,1
3.6,-200.0,540,170,1
3.1,-200.0,480,171,1
3.3,-200.0,608,196,1
3.4,-200.0,584,191,1
2.8,-200.0,426,165,1
2.6,-200.0,397,148,1
3.0,-200.0,473,172,1
2.9,-200.0,369,165,1
3.8,-200.0,532,184,1
3.8,-200.0,498,173,1
3.6,-200.0,487,174,1
4.5,-200.0,629,181,1
3.7,-200.0,502,166,1
2.4,-200.0,381,150,1
1.7,-200.0,250,131,1
1.7,-200.0,266,129,1
1.7,5.6,226,120,1
1.9,8.1,259,119,1
2.0,8.5,-200,-200,1
2.0,7.7,260,111,1
1.7,6.8,242,109,1
1.8,8.1,267,110,1
2.2,11.1,411,126,1
3.7,16.4,670,148,1
4.8,21.6,830,162,1
4.8,19.3,845,173,1
5.2,22.9,992,198,1
5.9,25.3,1130,219,1
5.9,25.2,977,206,1
3.1,13.2,459,155,1
2.6,13.9,346,150,1
2.8,13.8,383,148,1
2.8,13.5,414,158,1
2.8,13.5,370,152,1
3.1,15.0,400,148,1
3.3,14.9,378,147,1
2.7,11.9,357,144,1
2.3,9.2,333,144,1
1.6,6.0,227,126,1
1.6,5.6,203,115,1
1.7,5.4,210,116,1
1.6,5.4,198,112,1
1.4,3.5,-200,-200,1
-200.0,2.5,89,67,1
0.9,3.4,89,67,1
0.8,1.8,101,72,1
0.7,2.6,104,69,1
1.1,4.0,192,107,1
1.5,6.2,237,117,1
1.5,5.8,211,115,1
1.6,6.3,230,120,1
1.6,5.9,240,128,1
2.0,8.5,295,138,1
1.7,6.2,243,127,1
1.5,6.4,196,111,1
2.0,7.9,237,122,1
1.9,7.7,274,134,1
2.1,8.9,352,153,1
2.8,12.4,488,169,1
2.7,11.3,426,162,1
2.4,8.4,376,152,1
1.6,7.3,237,127,1
1.7,5.9,199,112,1
1.3,4.3,164,98,1
1.4,3.6,142,89,1
1.2,3.1,142,82,1
1.0,2.5,-200,-200,1
1.0,2.5,127,77,1
0.6,1.4,73,55,1
0.7,1.8,100,63,1
1.0,3.1,126,69,1
1.7,7.6,284,99,1
3.0,15.3,419,125,1
2.4,9.3,432,123,1
2.2,11.0,310,128,1
2.6,10.6,446,149,1
2.5,11.4,464,137,1
3.0,13.1,505,147,1
3.3,14.8,564,168,1
3.8,16.5,625,180,1
3.6,16.5,590,170,1
5.0,21.5,712,180,1
5.7,22.2,723,178,1
5.0,20.5,707,159,1
4.8,17.7,737,156,1
3.9,15.4,646,146,1
3.3,11.6,536,132,1
3.4,13.0,567,137,1
2.4,6.7,357,114,1
1.4,4.6,187,95,1
1.4,3.8,-200,-200,1
1.2,3.4,169,88,1
1.2,3.4,184,94,1
1.2,3.6,205,97,1
1.3,4.5,213,93,1
2.3,10.0,415,113,1
3.4,14.7,583,126,1
3.0,11.3,462,133,1
2.5,10.4,387,141,1
2.7,11.2,414,139,1
2.8,13.1,440,147,1
3.6,14.3,516,175,1
3.1,12.8,495,180,1
4.3,18.9,643,194,1
4.6,17.9,725,192,1
4.3,16.5,683,188,1
4.3,16.9,681,179,1
5.5,22.4,833,196,1
3.4,13.6,514,169,1
2.4,9.1,371,151,1
1.6,6.0,213,123,1
1.7,6.3,242,127,1
1.6,5.5,241,127,1
1.3,5.6,218,118,1
0.8,3.4,-200,-200,1
-200.0,2.3,70,55,1
0.6,1.8,54,44,1
0.6,1.6,60,46,1
0.5,1.6,55,46,1
0.6,2.0,93,61,1
0.7,1.9,81,60,1
0.9,3.5,109,71,1
1.5,5.7,251,111,1
1.9,8.1,284,127,1
1.9,8.1,262,128,1
2.2,12.6,256,142,1
3.8,18.1,310,145,1
2.0,8.7,269,145,1
2.2,8.8,348,156,1
3.3,14.1,396,154,1
2.7,9.3,432,165,1
2.6,11.6,419,153,1
2.5,9.6,412,151,1
1.5,5.8,223,131,1
1.9,7.5,242,128,1
2.0,7.4,288,137,1
1.7,7.4,209,119,1
1.2,3.9,141,96,1
0.9,2.1,-200,-200,1
0.6,1.3,66,60,1
-200.0,1.8,64,54,1
-200.0,3.0,105,66,1
0.4,6.7,303,104,1
2.6,21.0,620,137,1
3.5,21.4,590,146,1
2.1,16.1,592,136,1
2.1,16.4,698,144,1
1.7,14.8,482,133,1
2.6,20.1,575,148,1
2.6,19.3,548,155,1
2.4,19.3,498,152,1
2.4,17.4,479,145,1
2.0,17.0,420,139,1
2.0,17.1,378,134,1
3.1,16.4,340,128,1
3.3,17.3,399,135,1
3.3,14.6,449,136,1
2.6,11.9,374,126,1
1.7,7.3,244,116,1
1.8,7.7,256,116,1
1.5,4.9,212,107,1
1.1,3.9,146,91,1
0.9,2.1,-200,-200,1
0.7,2.9,96,70,1
0.7,2.6,106,78,1
0.9,3.3,115,75,1
1.3,5.2,236,101,1
3.2,19.0,583,136,1
5.1,26.5,662,147,1
3.7,15.3,528,143,1
3.2,15.6,549,153,1
3.1,16.4,531,148,1
3.0,16.1,493,149,1
3.6,18.8,527,141,1
3.2,18.0,487,147,1
3.9,20.1,581,159,1
3.4,17.6,531,152,1
3.9,19.3,495,144,1
3.6,19.7,487,146,1
4.7,24.5,596,162,1
4.1,18.4,595,156,1
3.4,16.6,559,146,1
3.5,16.2,586,151,1
1.2,9.6,399,127,1
2.4,11.4,399,123,1
2.1,9.1,381,122,1
1.1,4.3,-200,-200,1
-200.0,4.2,162,85,1
1.0,4.7,183,83,1
1.4,7.3,357,98,1
1.8,9.3,479,109,1
3.8,17.8,852,138,1
4.1,20.1,822,138,1
4.4,19.6,910,170,1
3.5,16.5,800,191,1
3.5,17.3,758,196,1
3.8,17.7,647,185,1
3.1,15.2,431,156,1
3.4,18.2,491,173,1
3.3,17.2,476,166,1
3.4,17.6,538,173,1
4.7,25.4,621,177,1
5.7,28.4,728,182,1
5.6,27.5,716,166,1
5.9,23.3,782,177,1
3.6,15.2,550,158,1
2.5,11.1,377,133,1
2.9,11.5,391,123,1
2.5,10.2,433,120,1
1.7,6.0,287,105,1
1.6,6.3,-200,-200,1
1.1,3.7,192,86,1
0.9,3.2,161,77,1
1.0,3.7,194,81,1
1.6,8.0,343,103,1
3.1,16.3,624,127,1
4.1,24.0,758,134,1
3.9,15.7,760,158,1
3.6,16.5,713,175,1
3.2,12.8,615,178,1
2.2,11.3,319,135,1
2.4,12.9,338,133,1
2.7,14.1,380,134,1
2.7,15.8,366,137,1
3.9,19.9,567,160,1
5.2,26.6,702,166,1
4.0,19.8,523,144,1
2.9,13.3,373,129,1
3.3,13.0,467,129,1
2.0,7.5,260,107,1
1.8,7.8,244,101,1
2.7,8.8,317,112,1
1.8,6.4,224,98,1
1.3,4.5,176,90,1
1.0,3.6,-200,-200,1
1.1,4.2,103,59,1
1.6,6.9,367,98,1
1.3,5.0,326,109,1
1.4,7.3,374,110,1
5.0,24.5,756,159,1
4.3,16.9,690,144,1
4.1,17.7,754,147,1
3.8,17.1,750,179,1
3.1,14.7,590,164,1
3.3,17.4,525,160,1
3.1,15.1,406,143,1
2.7,14.5,360,138,1
3.4,16.9,448,143,1
5.0,24.3,733,196,1
5.7,26.1,847,197,1
5.8,26.4,765,189,1
5.8,25.7,715,188,1
5.0,18.2,716,190,1
1.7,6.2,235,126,1
1.6,6.7,198,113,1
2.3,7.5,293,129,1
2.4,7.5,356,128,1
2.0,6.2,285,122,1
1.6,5.1,-200,-200,1
-200.0,4.8,266,115,1
1.1,3.1,158,92,1
1.0,2.8,95,70,1
1.3,4.3,148,83,1
1.9,9.7,337,127,1
2.6,10.9,453,142,1
2.7,10.6,497,155,1
2.4,10.0,448,153,1
2.7,11.6,496,177,1
3.1,15.6,535,179,1
4.4,18.1,644,212,1
3.2,12.3,459,182,1
2.9,11.4,409,168,1
3.0,15.2,515,179,1
3.7,17.4,640,182,1
5.2,20.8,816,194,1
3.3,12.8,505,166,1
3.6,14.7,560,168,1
2.3,8.3,389,148,1
3.0,11.1,492,151,1
3.8,13.6,531,165,1
3.2,9.8,487,165,1
2.1,7.6,293,128,1
1.7,6.0,-200,-200,1
1.7,5.9,219,115,1
1.4,4.2,198,120,1
1.2,4.5,166,106,1
1.4,5.4,255,118,1
1.4,4.8,312,156,1
1.7,6.3,236,130,1
1.0,2.6,172,112,1
1.0,2.6,138,96,1
0.8,2.2,121,89,1
1.0,3.0,143,98,1
0.8,1.9,114,85,1
0.7,2.0,107,80,1
1.1,2.8,176,112,1
1.1,3.3,180,121,1
1.2,3.4,212,132,1
2.0,7.1,331,160,1
2.2,7.4,369,167,1
1.5,4.3,274,157,1
1.2,3.9,199,130,1
1.5,5.2,248,145,1
1.4,3.8,197,133,1
1.2,3.5,147,110,1
1.0,2.9,135,100,1
0.6,1.4,-200,-200,1
0.7,1.1,95,79,1
0.5,1.0,94,79,1
0.7,1.6,121,90,1
1.0,3.2,131,95,1
3.0,15.9,552,169,1
4.1,18.0,614,199,1
3.1,14.7,530,186,1
3.8,15.1,721,208,1
2.7,13.4,474,178,1
3.1,14.5,514,176,1
3.1,14.7,504,177,1
3.2,17.0,508,182,1
3.3,15.3,529,182,1
4.0,21.2,676,193,1
8.6,43.0,1216,272,-1
8.7,37.2,1230,225,1
3.6,16.7,582,181,1
3.0,13.4,460,172,1
1.9,8.7,340,153,1
1.9,7.4,298,143,1
1.6,6.7,300,142,1
1.4,5.0,223,131,1
1.0,3.4,151,105,1
0.7,2.4,-200,-200,1
-200.0,2.1,108,83,1
0.8,2.5,125,87,1
0.9,3.5,181,106,1
1.5,6.9,341,140,1
3.1,16.8,552,167,1
5.1,20.3,839,175,1
5.8,25.0,1049,235,1
3.8,17.2,796,196,1
4.4,21.4,999,211,1
4.9,25.1,1022,234,1
5.2,28.0,1023,240,1
4.6,26.1,1065,243,1
4.8,24.7,1098,224,1
4.9,24.5,1099,240,1
4.9,27.7,939,215,1
5.5,26.0,875,216,1
4.2,21.7,745,184,1
1.5,6.0,339,152,1
0.1,3.3,135,104,1
0.2,4.9,167,104,1
0.9,6.6,232,124,1
1.0,6.7,273,127,1
0.4,4.4,165,109,1
-200.0,1.5,-200,-200,1
-200.0,1.1,75,73,1
-200.0,0.9,53,52,1
-200.0,1.2,72,57,1
0.1,2.5,130,89,1
0.7,7.6,265,128,1
1.2,7.3,314,152,1
0.2,3.7,194,128,1
-200.0,2.5,180,124,1
-200.0,2.7,181,117,1
0.3,4.6,193,110,1
0.6,6.7,263,128,1
0.2,4.3,176,114,1
0.2,4.3,168,110,1
0.7,4.1,170,112,1
1.8,7.6,234,130,1
2.2,7.0,256,135,1
2.3,9.6,257,141,1
2.6,7.8,317,141,1
1.1,2.4,135,95,1
1.2,3.9,159,97,1
1.8,4.1,186,112,1
1.1,2.5,102,74,1
0.9,1.3,75,62,1
0.7,1.2,-200,-200,1
0.6,0.7,41,40,1
0.6,0.9,50,45,1
0.9,2.9,189,93,1
1.0,2.7,182,104,1
3.4,14.4,636,162,1
4.2,17.2,704,169,1
4.4,17.4,854,190,1
2.9,11.5,652,170,1
2.6,11.9,529,151,1
2.6,12.6,438,150,1
3.0,14.3,438,154,1
2.3,10.3,378,140,1
3.0,14.5,482,167,1
4.5,21.9,709,204,1
6.0,28.5,796,210,1
4.3,21.2,605,182,1
3.4,16.0,472,165,1
2.8,13.0,411,150,1
2.1,7.0,264,132,1
1.7,6.4,217,120,1
1.8,5.8,211,119,1
1.6,5.6,179,110,1
1.4,4.5,135,94,1
1.3,4.6,-200,-200,1
-200.0,5.9,221,101,1
1.3,6.6,284,117,1
1.6,9.2,357,121,1
2.4,12.2,469,138,1
4.5,22.6,766,174,1
5.7,29.0,875,179,1
4.3,19.4,800,175,1
4.2,20.5,815,183,1
4.5,22.5,841,189,1
5.0,24.0,827,198,1
2.9,13.9,402,142,1
3.0,16.8,415,139,1
3.3,20.2,435,99,1
1.4,16.4,570,135,1
2.3,18.0,530,223,1
1.6,20.3,617,194,1
4.9,38.1,983,244,1
6.4,35.7,1200,243,1
3.5,21.8,1028,230,1
1.7,18.2,797,207,1
2.6,20.1,977,223,1
1.6,14.4,811,216,1
1.5,15.1,757,198,1
0.9,13.1,-200,-200,1
0.5,11.5,388,126,1
0.9,13.7,497,144,1
0.4,11.6,582,183,1
0.5,13.2,574,193,1
0.8,15.6,588,196,1
1.4,16.9,645,208,1
1.6,18.5,643,217,1
1.5,16.6,628,246,1
1.0,15.0,547,204,1
1.0,15.0,461,192,1
1.3,16.9,455,186,1
0.1,7.0,244,133,1
-200.0,5.9,202,126,1
-200.0,7.1,256,138,1
0.1,8.6,310,148,1
0.4,12.2,391,167,1
0.7,12.6,444,175,1
2.7,21.1,794,224,1
2.1,16.9,716,215,1
1.3,15.1,565,196,1
0.8,10.1,451,195,1
-200.0,7.5,313,181,1
-200.0,7.6,241,150,1
-200.0,5.9,-200,-200,1
-200.0,5.5,224,139,1
-200.0,2.3,82,74,1
-200.0,2.0,89,73,1
-200.0,1.6,93,77,1
-200.0,2.1,134,98,1
-200.0,4.4,189,121,1
-200.0,6.4,292,162,1
-200.0,7.3,326,178,1
-200.0,8.7,397,206,1
-200.0,9.2,371,191,1
-200.0,7.9,305,175,1
-200.0,9.0,328,169,1
-200.0,7.0,281,180,1
-200.0,3.7,168,124,1
-200.0,4.3,183,130,1
-200.0,6.8,217,141,1
-200.0,8.7,245,157,1
-200.0,4.7,154,123,1
-200.0,3.5,141,104,1
-200.0,5.4,210,134,1
-200.0,4.4,140,105,1
-200.0,6.0,191,121,1
0.1,7.6,248,136,1
-200.0,1.9,-200,-200,1
-200.0,1.0,50,48,1
0.3,0.6,43,40,1
0.5,1.2,86,67,1
0.6,2.9,152,104,1
1.8,11.1,341,169,1
2.0,9.7,355,203,1
1.4,5.7,327,183,1
0.6,5.4,240,151,1
0.5,5.1,217,138,1
0.7,5.8,191,127,1
0.7,5.6,-200,-200,1
1.1,8.0,256,148,1
1.3,7.1,287,172,1
1.0,7.6,278,163,1
1.5,10.4,302,180,1
1.5,8.9,259,169,1
1.2,7.3,221,152,1
0.3,3.6,142,107,1
-200.0,1.7,93,75,1
-200.0,1.5,71,58,1
-200.0,1.0,66,57,1
-200.0,0.6,49,44,1
-200.0,0.4,29,29,1
-200.0,0.3,-200,-200,1
-200.0,0.2,19,19,1
-200.0,0.2,20,20,1
-200.0,0.1,39,35,1
-200.0,0.4,77,60,1
0.2,2.9,180,115,1
0.7,5.4,243,157,1
0.5,5.1,236,147,1
0.4,3.8,297,188,1
0.3,3.9,235,126,1
0.3,3.6,186,114,1
0.4,4.2,196,123,1
0.2,3.6,167,107,1
0.4,3.6,211,121,1
0.4,3.9,194,118,1
0.7,4.9,206,134,1
1.0,5.8,211,142,1
1.1,6.1,197,133,1
0.3,2.8,139,106,1
0.1,2.4,113,87,1
-200.0,1.5,81,67,1
-200.0,1.1,63,55,1
-200.0,0.9,55,49,1
-200.0,0.4,31,30,1
-200.0,0.3,-200,-200,1
-200.0,0.2,20,20,1
-200.0,0.1,17,17,1
-200.0,0.5,42,35,1
-200.0,0.9,90,71,1
0.3,3.3,227,136,1
0.6,4.4,250,163,1
0.3,2.8,219,143,1
0.1,3.2,211,134,1
0.1,2.7,189,130,1
0.2,3.5,180,122,1
0.5,4.8,197,129,1
0.3,3.4,198,132,1
0.3,4.2,203,133,1
0.3,4.2,188,126,1
1.0,8.5,294,177,1
1.4,9.2,302,185,1
1.4,7.6,261,169,1
1.1,6.2,232,151,1
0.4,2.9,154,114,1
0.2,2.5,120,90,1
0.2,2.6,117,87,1
0.2,2.2,108,83,1
0.2,2.5,97,74,1
-200.0,0.8,-200,-200,1
-200.0,0.3,28,28,1
0.4,0.3,27,26,1
0.5,0.7,81,61,1
0.7,1.4,129,91,1
1.9,6.6,336,184,1
2.4,8.4,335,204,1
2.0,5.5,318,185,1
1.3,3.5,201,125,1
1.0,3.0,166,104,1
1.2,4.1,192,115,1
1.5,4.7,198,126,1
1.3,4.5,198,125,1
1.5,4.7,223,139,1
1.5,5.1,224,142,1
2.1,7.7,266,170,1
2.6,10.3,326,195,1
3.0,11.5,343,202,1
2.0,6.0,243,168,1
1.4,3.6,177,128,1
1.3,4.3,155,115,1
1.2,3.4,143,111,1
1.1,2.4,124,97,1
0.9,2.0,94,77,1
0.8,1.4,-200,-200,1
0.6,1.2,56,51,1
0.5,0.9,58,49,1
0.6,1.6,105,79,1
0.7,1.7,122,92,1
1.6,6.2,274,167,1
2.2,8.2,342,206,1
1.8,6.4,296,184,1
1.5,5.9,279,176,1
1.8,5.7,325,191,1
1.4,5.3,222,147,1
2.1,7.3,279,174,1
1.6,5.1,248,167,1
1.3,3.9,193,138,1
1.9,-200.0,256,164,1
2.4,-200.0,288,190,1
3.0,-200.0,300,198,1
1.9,-200.0,224,155,1
1.8,-200.0,219,153,1
1.1,-200.0,145,110,1
1.1,-200.0,115,91,1
1.1,-200.0,136,105,1
1.0,-200.0,107,85,1
0.7,0.8,70,60,1
0.6,0.6,-200,-200,1
0.5,0.5,37,34,1
0.5,0.5,33,31,1
0.4,0.6,43,37,1
0.5,0.9,73,58,1
0.8,2.0,125,92,1
1.1,2.8,154,110,1
1.1,2.8,140,101,1
1.1,3.0,150,96,1
1.1,2.4,139,102,1
1.1,2.5,135,96,1
1.2,3.0,152,102,1
1.0,2.2,121,88,1
1.2,2.6,122,87,1
1.3,3.4,167,115,1
1.4,3.0,165,118,1
1.3,3.1,190,134,1
1.4,3.4,176,125,1
1.5,2.9,196,140,1
1.0,1.7,103,83,1
1.0,1.6,91,73,1
1.1,2.3,119,92,1
1.3,2.2,147,109,1
1.0,1.7,101,82,1
1.1,2.2,-200,-200,1
-200.0,1.8,102,83,1
0.6,0.6,55,50,1
0.5,0.6,51,44,1
0.4,0.4,53,49,1
0.5,0.7,74,62,1
0.7,1.2,113,85,1
0.8,1.4,107,82,1
0.8,2.0,101,77,1
1.0,2.0,129,92,1
0.9,1.6,126,95,1
0.9,1.6,132,95,1
0.9,1.8,101,76,1
1.0,1.8,128,95,1
1.0,2.6,170,118,1
1.1,2.0,174,123,1
1.2,2.8,215,140,1
1.6,3.9,248,163,1
1.7,4.1,247,164,1
1.1,2.4,154,120,1
1.3,3.5,186,130,1
1.7,4.6,231,145,1
1.5,3.0,174,126,1
0.8,1.0,68,61,1
0.5,0.5,-200,-200,1
0.4,0.4,39,37,1
0.4,0.3,39,37,1
0.4,0.6,54,50,1
0.7,1.4,158,109,1
1.8,7.1,350,198,1
-200.0,14.0,-200,-200,1
3.5,15.1,584,283,1
2.8,12.5,478,256,1
3.1,12.8,563,261,1
2.5,11.9,414,181,1
2.7,11.7,398,194,1
2.9,14.7,451,214,1
3.2,15.7,503,204,1
4.1,21.1,640,228,1
6.1,27.4,843,270,1
6.8,30.8,954,285,1
6.8,29.2,984,282,1
3.7,15.0,586,235,1
2.1,7.1,360,208,1
1.4,5.4,231,161,1
1.3,4.8,200,146,1
1.1,3.8,153,123,1
1.0,3.5,135,109,1
0.9,3.3,-200,-200,1
0.8,3.6,196,115,1
0.9,3.8,208,114,1
1.1,4.2,241,122,1
1.6,7.7,417,149,1
3.7,20.0,896,187,1
4.8,22.1,966,198,1
4.1,17.2,878,196,1
4.5,21.4,985,218,1
4.5,19.8,1017,227,1
3.7,18.8,683,181,1
4.2,18.8,660,179,1
3.3,16.7,492,151,1
3.2,14.4,497,162,1
3.6,16.3,562,165,1
3.5,14.4,539,173,1
4.1,17.0,502,188,1
4.0,14.8,452,186,1
3.3,9.8,357,172,1
3.0,6.1,289,150,1
2.6,5.4,221,137,1
2.6,4.7,204,133,1
2.6,5.1,183,122,1
2.9,6.9,222,130,1
2.9,7.3,-200,-200,1
2.5,4.8,210,121,1
2.0,3.6,185,115,1
2.2,4.5,257,125,1
2.4,5.2,297,136,1
4.0,15.1,573,174,1
6.7,27.3,883,224,1
5.6,19.6,824,230,1
4.3,14.8,693,205,1
4.0,14.5,714,204,1
2.6,10.1,388,139,1
2.2,10.1,337,133,1
1.9,8.3,326,127,1
1.8,9.0,329,124,1
3.1,13.4,465,158,1
4.8,19.5,612,171,1
5.8,27.8,759,193,1
5.9,31.4,771,195,1
4.1,15.6,655,212,1
1.8,7.0,332,193,1
1.7,7.8,287,167,1
1.7,5.6,242,156,1
1.5,6.0,242,153,1
1.1,3.9,192,128,1
0.9,2.8,-200,-200,1
-200.0,2.6,134,96,1
0.3,2.9,142,105,1
0.4,2.8,194,130,1
0.6,4.2,216,134,1
3.0,16.7,728,275,1
5.6,29.1,975,309,1
4.9,20.7,947,322,1
3.5,15.5,790,333,1
2.2,10.3,551,235,1
2.7,13.8,565,241,1
2.7,12.7,532,214,1
2.1,11.4,459,174,1
2.0,10.2,407,157,1
2.4,14.3,434,170,1
6.7,32.4,980,212,1
6.4,29.0,966,249,1
3.9,17.6,646,231,1
2.7,12.6,471,216,1
3.0,15.5,528,217,1
2.1,9.1,378,203,1
1.2,6.4,235,161,1
1.2,5.1,217,147,1
0.7,3.3,141,111,1
0.9,5.3,-200,-200,1
0.8,3.1,158,115,1
0.4,2.2,87,80,1
0.7,3.9,194,122,1
1.4,6.9,401,186,1
4.0,19.7,887,306,1
3.9,20.1,654,301,1
3.1,16.3,566,274,1
3.2,14.3,649,247,1
1.5,7.0,309,169,1
